"107年11月30日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"5269","祥碩","645,111","596","314,769,334","491.50","494.00","478.50","492.00","+","6.50","490.50","1","492.00","20","38.83",
"5284","jpp-KY","20,000","11","1,079,200","53.80","54.10","53.80","54.00","+","0.20","54.00","2","54.10","1","12.86",
"5285","界霖","69,032","54","4,918,294","71.50","72.10","70.90","71.00","-","0.50","71.00","7","71.50","4","13.63",
"5288","豐祥-KY","181,017","148","16,696,758","92.30","93.20","91.70","91.70","-","0.50","91.60","3","91.70","1","11.51",
"5305","敦南","7,653,440","3,524","237,971,436","29.40","32.40","29.40","31.50","+","2.00","31.50","111","31.55","5","14.79",
"5388","中磊","5,236,322","3,735","333,865,347","63.50","65.10","62.60","62.60","+","0.10","62.60","107","62.70","3","17.06",
"5434","崇越","675,571","529","47,673,780","70.30","70.80","70.30","70.80","+","0.50","70.60","6","70.80","11","10.63",
"5469","瀚宇博","12,706,508","5,296","312,504,967","24.00","25.10","23.95","24.65","+","0.80","24.60","99","24.65","35","6.94",
"5471","松翰","114,300","78","3,295,914","29.00","29.10","28.70","28.80"," ","0.00","28.80","1","28.85","6","15.16",
"5484","慧友","106,000","46","533,450","5.05","5.18","4.97","4.97","-","0.14","4.97","11","5.08","3","0.00",
"5515","建國","149,855","88","1,525,319","10.30","10.30","10.10","10.15","-","0.15","10.10","35","10.15","6","13.72",
"5519","隆大","170,161","80","1,988,967","11.70","11.75","11.60","11.60"," ","0.00","11.60","11","11.70","10","8.00",
"5521","工信","1,695,157","372","15,065,313","8.90","9.00","8.60","9.00","+","0.10","8.98","101","9.00","52","0.00",
"5522","遠雄","1,369,430","627","49,170,180","35.25","36.10","35.25","36.00","+","0.80","35.95","10","36.00","74","14.40",
"5525","順天","211,304","72","4,459,238","20.85","21.15","20.85","21.00"," ","0.00","21.00","4","21.10","2","5.45",
"5531","鄉林","371,081","166","3,968,608","10.60","10.75","10.60","10.65"," ","0.00","10.65","32","10.70","1","11.45",
"5533","皇鼎","174,283","25","2,812,621","16.20","16.20","15.80","15.80","-","0.40","15.80","4","15.90","7","11.05",
"5534","長虹","491,872","310","39,060,988","79.40","79.70","79.10","79.10","-","0.30","79.10","8","79.20","2","4.75",
"5538","東明-KY","11,000","11","425,200","41.55","41.55","37.60","37.60","-","0.50","37.55","4","38.20","1","8.89",
"5607","遠雄港","285,500","142","5,618,750","19.60","19.80","19.50","19.60","+","0.15","19.60","4","19.65","1","12.89",
"5608","四維航","499,607","192","3,746,617","7.50","7.59","7.42","7.48","-","0.02","7.48","11","7.55","24","0.00",
"5706","鳳凰","269,602","179","10,006,311","37.30","37.30","36.80","36.80"," ","0.00","36.80","2","37.00","1","14.78",
"5871","中租-KY","3,602,648","1,446","345,941,413","96.20","96.50","95.60","96.10","+","0.90","95.90","1","96.10","119","9.79",
"5876","上海商銀","7,826,386","3,105","307,967,886","39.05","39.95","38.50","39.95","+","1.15","39.60","13","39.95","493","12.68",
"5880","合庫金","16,884,037","3,084","301,649,031","17.85","17.90","17.70","17.90","+","0.10","17.85","320","17.90","182","15.17",
"5906","台南-KY","29,000","11","335,700","11.60","11.60","11.45","11.60","-","0.10","11.50","1","11.60","5","17.06",
"5907","大洋-KY","1,772,000","740","56,370,750","31.90","32.30","31.60","32.05","+","0.30","32.00","1","32.05","34","8.43",
"6005","群益證","1,718,869","616","16,023,108","9.24","9.39","9.22","9.39","+","0.15","9.30","10","9.39","37","8.54",
"6024","群益期","178,581","128","7,559,979","42.35","42.60","42.10","42.20","+","0.35","42.20","9","42.25","10","8.15",
"6108","競國","196,005","135","5,242,590","26.60","26.85","26.50","26.80","+","0.25","26.75","23","26.80","2","8.65",
"6112","聚碩","80,103","64","2,383,166","29.95","29.95","29.65","29.75","+","0.15","29.75","8","29.85","2","10.40",
"6115","鎰勝","28,040","28","1,137,880","40.50","40.75","40.45","40.50","-","0.10","40.50","9","40.60","1","16.46",
"6116","彩晶","12,064,567","2,187","89,728,170","7.40","7.46","7.39","7.46","+","0.07","7.45","645","7.46","217","6.17",
"6117","迎廣","9,000","7","111,450","12.45","12.45","12.25","12.40","+","0.25","12.20","4","12.45","12","3.36",
"6120","達運","4,418,609","1,924","79,369,657","17.80","18.25","17.70","17.85","+","0.25","17.80","118","17.85","90","26.64",
"6128","上福","54,100","25","1,512,200","27.80","28.15","27.80","28.00","+","0.20","28.00","2","28.05","1","13.79",
"6133","金橋","26,762","16","235,911","8.63","8.95","8.63","8.95","+","0.27","8.60","5","8.78","3","59.67",
"6136","富爾特","87,200","78","1,546,352","17.60","17.80","17.60","17.75","+","0.20","17.70","49","17.80","5","16.75",
"6139","亞翔","234,568","144","6,417,206","27.20","27.70","27.15","27.25","+","0.10","27.25","2","27.30","2","10.40",
"6141","柏承","503,000","258","8,485,000","17.00","17.10","16.70","16.80","-","0.10","16.80","27","16.85","2","31.70",
"6142","友勁","365,581","88","3,036,342","8.26","8.35","8.23","8.30","+","0.04","8.29","5","8.30","7","0.00",
"6152","百一","160,149","57","758,127","4.69","4.80","4.68","4.79","+","0.05","4.75","29","4.79","1","0.00",
"6153","嘉聯益","14,374,802","6,698","435,940,091","29.60","30.85","29.50","30.45","+","0.45","30.40","82","30.50","88","30.45",
"6155","鈞寶","630,251","447","14,080,359","22.05","22.60","22.05","22.35","+","0.45","22.30","2","22.35","7","16.20",
"6164","華興","149,382","65","1,293,931","8.58","8.70","8.58","8.65","+","0.12","8.65","1","8.66","1","0.00",
"6165","捷泰","54,000","29","410,390","7.69","7.69","7.56","7.58","-","0.02","7.58","11","7.66","21","0.00",
"6166","凌華","1,394,392","345","45,574,716","32.50","33.15","32.20","32.65","+","0.45","32.65","41","32.90","1","34.37",
"6168","宏齊","365,079","202","4,844,442","13.05","13.45","13.05","13.25","+","0.20","13.25","30","13.30","10","14.10",
"6172","互億","14,000","10","251,300","18.40","18.40","17.70","17.70","-","0.30","17.75","1","18.15","2","68.08",
"6176","瑞儀","9,722,824","5,533","810,713,524","81.90","84.30","81.70","84.30","+","3.50","83.70","1","84.30","212","9.68",
"6177","達麗","269,050","62","7,121,243","26.45","26.55","26.30","26.50","+","0.10","26.40","1","26.50","3","31.18",
"6183","關貿","10,083","9","330,139","32.80","32.80","32.65","32.65"," ","0.00","32.65","1","32.80","2","18.14",
"6184","大豐電","27,450","23","940,716","34.35","34.35","34.15","34.15","-","0.05","34.15","2","34.30","3","12.84",
"6189","豐藝","97,104","56","2,761,982","28.40","28.50","28.35","28.40"," ","0.00","28.40","9","28.45","1","9.86",
"6191","精成科","1,814,263","641","24,497,385","13.40","13.65","13.35","13.45","+","0.10","13.45","302","13.50","44","11.21",
"6192","巨路","46,174","42","3,127,590","67.60","68.00","67.50","67.50","+","0.20","67.50","1","67.70","1","10.20",
"6196","帆宣","377,300","272","20,270,060","54.70","54.70","53.30","53.90","+","0.60","53.90","8","54.00","26","10.35",
"6197","佳必琪","805,516","392","24,352,380","30.00","30.40","29.80","30.25","+","0.50","30.20","5","30.30","56","16.44",
"6201","亞弘電","9,000","9","267,350","29.65","30.00","29.50","29.50","-","0.15","29.50","9","29.95","1","11.09",
"6202","盛群","1,478,800","972","88,648,800","61.00","61.30","58.80","58.80","-","1.30","58.80","2","58.90","6","12.35",
"6205","詮欣","47,000","27","1,043,550","22.20","22.25","22.15","22.15","+","0.05","22.15","11","22.30","2","11.72",
"6206","飛捷","172,679","115","12,206,209","70.00","71.40","69.90","71.40","+","1.40","70.00","2","71.40","7","12.00",
"6209","今國光","1,509,021","1,001","44,440,369","29.15","29.95","29.05","29.40","+","0.35","29.40","3","29.45","5","0.00",
"6213","聯茂","4,339,469","2,699","208,945,692","48.00","48.70","47.60","48.60","+","0.60","48.55","12","48.60","30","9.40",
"6214","精誠","348,037","261","21,839,719","62.10","63.10","62.10","63.10","+","1.10","63.00","5","63.10","20","12.40",
"6215","和椿","144,005","96","2,001,925","13.85","14.00","13.80","13.80","-","0.05","13.80","6","13.95","8","53.08",
"6216","居易","9,088","12","248,310","27.20","27.40","27.20","27.25","+","0.05","27.25","4","27.30","1","11.21",
"6224","聚鼎","133,722","114","7,423,969","55.50","55.80","55.30","55.70","+","0.40","55.70","5","55.90","5","11.95",
"6225","天瀚","8,469","10","28,687","3.22","3.48","3.22","3.48"," ","0.00","3.27","2","3.47","4","0.00",
"6226","光鼎","243,329","115","2,220,022","9.19","9.19","9.10","9.15","+","0.02","9.15","4","9.16","53","70.38",
"6230","超眾","513,610","468","50,299,928","98.90","100.00","96.00","97.50","+","3.60","97.50","2","97.60","3","16.36",
"6235","華孚","975,400","298","18,203,698","18.55","18.80","18.55","18.60","-","0.10","18.60","137","18.65","7","17.06",
"6239","力成","5,133,762","1,739","374,937,570","73.20","73.90","72.30","72.30","-","0.20","72.30","3","72.70","1","8.61",
"6243","迅杰","57,018","51","627,088","11.20","11.20","10.90","10.90","-","0.10","10.90","15","11.05","1","0.00",
"6251","定穎","1,548,563","652","14,841,851","9.55","9.65","9.44","9.64","+","0.27","9.60","9","9.64","17","0.00",
"6257","矽格","962,102","536","28,604,182","29.80","29.90","29.60","29.75","+","0.05","29.75","6","29.80","7","8.57",
"6269","台郡","3,236,414","1,966","261,343,976","79.80","81.50","79.80","80.60","+","1.20","80.60","23","80.70","3","9.04",
"6271","同欣電","2,568,738","1,770","289,099,894","110.00","114.00","109.50","113.50","+","4.50","113.00","5","113.50","72","18.40",
"6277","宏正","53,535","49","4,396,397","82.00","82.40","81.70","82.40","+","0.40","82.10","4","82.40","8","9.81",
"6278","台表科","3,962,380","2,111","144,427,238","36.30","36.95","36.00","36.30","+","0.05","36.30","19","36.35","7","19.21",
"6281","全國電","8,110","12","510,751","62.90","63.10","62.90","62.90"," ","0.00","62.90","3","63.00","3","13.89",
"6282","康舒","965,288","478","17,984,527","18.45","18.80","18.40","18.80","+","0.40","18.75","2","18.80","141","10.00",
"6283","淳安","514,518","372","17,622,174","33.70","34.75","33.70","34.70","+","1.00","34.70","31","34.75","17","315.45",
"6285","啟碁","3,715,942","2,704","284,982,334","77.00","77.80","76.00","77.00"," ","0.00","76.90","22","77.00","383","16.31",
"6288","聯嘉","896,022","410","16,042,246","18.00","18.10","17.75","17.85"," ","0.00","17.80","52","17.85","5","16.68",
"6289","華上","21,543","9","25,490","1.25","1.25","1.18","1.18","-","0.07","1.20","13","1.24","3","7.38",
"6405","悅城","27,000","21","382,000","14.10","14.50","14.10","14.20","-","0.10","14.20","6","14.30","1","39.44",
"6409","旭隼","286,000","65","147,679,000","520.00","520.00","511.00","516.00","-","5.00","515.00","4","516.00","1","23.65",
"6412","群電","49,008","40","2,123,946","43.65","43.65","43.15","43.40","-","0.10","43.30","13","43.40","3","14.18",
"6414","樺漢","1,153,593","1,060","301,702,161","255.00","266.50","255.00","262.50","+","8.50","261.50","1","262.50","9","17.72",
"6415","矽力-KY","1,087,997","902","514,842,046","446.00","487.50","446.00","487.50","+","44.00","487.00","2","487.50","41","22.68",
"6416","瑞祺電通","375,070","249","33,066,644","88.00","89.00","86.90","88.50","+","1.60","88.50","9","88.60","2","17.32",
"6431","光麗-KY","126,000","104","1,639,450","13.00","13.15","12.85","13.05","-","0.40","13.05","1","13.15","3","0.00",
"6442","光聖","96,100","60","3,413,509","35.80","36.00","35.25","35.50","-","0.15","35.45","17","35.50","25","21.39",
"6443","元晶","3,431,918","761","24,619,714","7.11","7.34","7.02","7.22","+","0.11","7.22","51","7.23","6","0.00",
"6449","鈺邦","262,028","173","8,290,942","31.50","31.85","31.30","31.80","+","0.50","31.80","1","31.85","1","10.67",
"6451","訊芯-KY","3,388,000","2,366","244,228,900","71.00","73.50","70.80","71.40","+","1.10","71.40","4","71.50","3","76.77",
"6452","康友-KY","1,646,786","1,125","263,537,046","159.00","162.00","158.00","160.00","+","2.00","160.00","24","160.50","10","13.13",
"6456","GIS-KY","35,372,559","14,616","3,653,469,618","97.70","106.50","97.20","103.00","+","6.10","102.50","391","103.00","97","8.01",
"6464","台數科","7,000","5","800,500","115.00","115.00","113.50","113.50","-","1.50","113.50","2","115.50","1","21.79",
"6477","安集","272,000","176","5,877,450","21.40","21.75","21.40","21.55","+","0.05","21.55","18","21.65","6","11.28",
"6504","南六","14,200","13","2,408,000","170.00","170.00","168.50","168.50","-","1.00","168.00","5","170.00","16","20.11",
"6505","台塑化","6,197,764","2,136","694,340,944","112.00","114.00","111.00","111.50","+","0.50","111.50","607","112.00","13","12.15",
"6525","捷敏-KY","537,450","451","38,476,350","70.90","72.50","70.70","71.20","+","1.10","71.20","3","71.40","2","10.17",
"6531","愛普","544,806","419","27,313,775","48.40","51.50","48.10","49.85","+","2.05","49.85","1","49.90","1","14.93",
"6533","晶心科","2,672,403","2,079","222,138,337","84.50","85.60","79.00","79.00","-","0.60","79.00","25","80.00","4","1,975.00",
"6541","泰福-KY","477,296","368","31,160,450","65.30","66.40","64.60","64.70","+","0.50","64.70","2","64.90","2","0.00",
"6552","易華電","1,403,210","1,129","138,985,722","98.80","101.00","98.00","98.50","-","0.30","98.50","11","99.00","7","80.08",
"6573","虹揚-KY","101,000","52","2,669,900","26.80","26.85","26.00","26.80"," ","0.00","26.75","3","26.80","5","30.11",
"6579","研揚","50,200","43","3,638,879","72.40","73.00","72.40","72.40"," ","0.00","72.40","1","72.70","1","13.31",
"6581","鋼聯","22,020","21","1,980,340","90.00","90.20","89.60","89.60","-","0.30","89.50","1","90.00","12","12.50",
"6582","申豐","13,000","12","638,750","49.20","49.30","48.75","48.75","-","0.45","48.75","7","49.20","1","12.66",
"6591","動力-KY","83,000","69","3,910,600","47.10","47.50","46.85","46.85","+","0.45","46.80","3","47.00","14","12.36",
"6605","帝寶","37,000","31","2,548,800","68.90","69.30","68.60","68.80","-","0.10","68.80","3","69.10","3","12.35",
"6625","必應","37,050","27","1,950,425","52.90","52.90","52.40","52.40","-","0.80","52.40","1","53.10","2","21.92",
"6641","基士德-KY","21,000","18","1,453,900","68.70","69.80","68.70","69.00"," ","0.00","69.10","1","69.20","4","16.24",
"6655","科定","275,500","179","16,615,900","60.50","60.60","60.00","60.40","+","0.20","60.40","1","60.50","21","19.61",
"6666","羅麗芬-KY","728,200","640","131,349,000","175.50","185.00","175.50","179.00","+","1.00","179.00","1","179.50","4","28.55",
"6674","鋐寶科技","3,611,160","1,922","145,283,878","39.00","42.80","38.55","42.80","+","3.70","42.70","1","42.80","11","12.19",
"8011","台通","217,100","105","3,644,700","16.75","16.85","16.70","16.80","+","0.10","16.80","2","16.85","33","0.00",
"8016","矽創","7,064,239","4,671","759,958,790","103.00","111.00","102.50","111.00","+","10.00","110.50","103","111.00","247","15.06",
"8021","尖點","210,077","122","3,899,714","18.40","18.75","18.30","18.75","+","0.40","18.40","3","18.75","50","10.78",
"8028","昇陽半導體","2,760,694","1,491","106,944,390","36.70","39.30","36.35","38.95","+","3.20","38.95","1","39.00","95","34.17",
"8033","雷虎","894,309","280","7,402,828","8.18","8.34","8.18","8.28","+","0.13","8.27","15","8.28","6","0.00",
"8039","台虹","1,732,601","1,050","63,323,422","36.55","36.90","36.20","36.60","+","0.35","36.60","8","36.65","13","11.73",
"8046","南電","15,259,589","6,239","466,593,313","30.55","31.15","29.85","30.45","+","0.45","30.40","11","30.45","53","0.00",
"8070","長華","25,121","24","3,381,273","135.00","135.00","134.50","134.50","-","0.50","134.00","11","134.50","4","11.63",
"8072","陞泰","59,400","54","1,342,979","22.80","22.95","22.45","22.55","-","0.20","22.55","3","22.70","1","0.00",
"8081","致新","479,000","339","30,974,500","63.90","65.20","63.90","64.90","+","1.20","64.80","2","64.90","2","13.63",
"8101","華冠","186,603","66","692,245","3.65","3.74","3.65","3.67","+","0.02","3.67","1","3.70","8","0.00",
"8103","瀚荃","67,081","42","1,601,794","23.90","24.00","23.65","23.90"," ","0.00","23.90","9","23.95","1","11.66",
"8105","凌巨","671,000","289","6,935,850","10.30","10.45","10.25","10.30"," ","0.00","10.30","37","10.35","28","17.76",
"8110","華東","2,752,043","733","29,255,064","10.55","10.75","10.50","10.70","+","0.15","10.70","22","10.75","102","10.00",
"8112","至上","1,712,538","996","51,101,059","29.70","29.95","29.65","29.95","+","0.30","29.90","4","29.95","22","7.18",
"8114","振樺電","576,829","139","54,524,782","94.00","94.60","93.70","94.60","+","1.00","94.60","32","94.70","1","8.04",
"8131","福懋科","209,000","137","6,820,300","32.65","32.85","32.50","32.50","-","0.15","32.50","12","32.60","2","9.08",
"8150","南茂","7,365,824","3,446","200,114,898","27.10","27.35","26.85","27.30","+","0.60","27.20","9","27.30","355","26.50",
"8163","達方","13,800,667","6,515","598,083,611","42.95","44.30","42.85","42.85","+","0.25","42.85","5","42.95","227","8.87",
"8201","無敵","43,750","32","516,225","11.90","11.90","11.70","11.75","-","0.05","11.75","6","11.90","8","0.00",
"8210","勤誠","526,634","402","22,584,281","42.00","43.60","42.00","43.45","+","1.45","43.40","3","43.50","16","10.08",
"8213","志超","850,583","427","24,069,218","28.30","28.50","28.05","28.25","+","0.30","28.25","15","28.35","1","7.91",
"8215","明基材","386,401","218","6,448,817","16.65","16.75","16.60","16.70","+","0.15","16.70","8","16.75","6","14.65",
"8222","寶一","48,630","49","813,616","16.70","16.80","16.65","16.65","-","0.05","16.65","9","16.75","1","27.75",
"8249","菱光","37,101","27","726,846","19.50","19.65","19.50","19.55","+","0.10","19.55","4","19.60","10","16.16",
"8261","富鼎","1,542,436","1,002","49,800,916","31.65","32.75","31.65","32.15","+","0.55","32.15","6","32.20","1","16.66",
"8271","宇瞻","110,095","88","3,314,776","30.10","30.25","30.05","30.10"," ","0.00","30.10","26","30.15","2","7.22",
"8341","日友","165,130","147","35,874,600","219.00","220.50","216.00","216.50","-","2.50","216.50","1","217.00","1","32.51",
"8367","建新國際","191,365","159","4,663,264","24.60","24.70","24.00","24.15","-","0.45","24.10","7","24.30","1","16.77",
"8374","羅昇","168,000","82","3,409,750","20.15","20.70","20.10","20.10","-","0.15","20.10","5","20.20","1","11.04",
"8404","百和興業-KY","161,188","75","7,077,465","44.40","44.40","43.70","43.70","-","0.40","43.70","4","43.75","2","48.56",
"8411","福貞-KY","53,451","32","674,653","12.50","13.00","12.50","12.55","+","0.05","12.55","8","12.70","2","0.00",
"8422","可寧衛","205,069","152","34,594,161","168.50","169.00","168.50","168.50"," ","0.00","168.50","6","169.00","21","13.19",
"8427","基勝-KY","12,000","11","441,100","36.70","37.10","36.60","36.60","-","0.40","36.60","3","37.10","8","0.00",
"8429","金麗-KY","305,896","175","5,697,861","18.50","18.75","18.50","18.60","+","0.10","18.60","1","18.65","12","10.05",
"8442","威宏-KY","128,000","90","7,341,000","57.90","57.90","57.00","57.80"," ","0.00","57.00","2","57.80","8","0.00",
"8443","阿瘦","63,002","52","782,076","12.30","12.60","12.05","12.50","+","0.20","12.45","3","12.50","2","25.51",
"8454","富邦媒","136,371","133","26,947,958","196.50","198.50","196.00","197.00","-","0.50","197.00","13","197.50","2","19.64",
"8463","潤泰材","865,030","596","23,622,067","27.80","27.80","27.05","27.10","-","1.00","27.10","18","27.25","2","31.88",
"8464","億豐","549,808","409","124,867,587","231.50","231.50","224.00","225.50","-","3.50","225.00","2","225.50","7","18.65",
"8466","美吉吉-KY","25,000","24","1,373,200","54.10","55.50","54.10","54.70","-","0.30","54.60","4","55.40","3","12.02",
"8467","波力-KY","18,000","18","438,550","24.00","24.80","24.00","24.10","+","0.10","24.10","1","24.40","1","11.64",
"8473","山林水","128,223","126","7,225,396","56.50","56.90","56.10","56.20","-","0.50","56.20","4","56.70","3","19.05",
"8478","東哥遊艇","239,035","151","9,577,781","40.90","40.90","39.00","40.00","-","0.90","39.90","9","40.50","3","47.06",
"8480","泰昇-KY","11,474","13","1,408,750","121.50","124.00","121.50","124.00","X","0.00","123.00","1","125.00","7","16.71",
"8481","政伸","3,000","3","147,050","49.10","49.25","48.70","48.70","-","1.25","48.65","2","49.80","1","14.76",
"8482","商億-KY","165,022","58","18,504,964","113.00","113.00","111.00","112.00","-","1.00","112.00","5","112.50","3","11.70",
"8488","吉源-KY","68,000","37","1,121,400","16.20","16.85","15.80","16.70","+","0.50","16.50","4","16.70","2","0.00",
"8497","聯廣","67,150","48","3,293,250","48.60","49.40","48.55","49.00","-","0.30","48.90","2","49.00","4","14.54",
"8499","鼎炫-KY","44,050","40","3,417,525","76.30","78.20","76.30","77.70","+","1.10","77.50","2","77.80","1","11.72",
"8926","台汽電","2,967,006","1,420","75,776,248","25.80","25.80","25.45","25.45","-","0.35","25.40","185","25.45","59","16.21",
"8940","新天地","63,527","49","808,271","12.90","12.90","12.65","12.70","-","0.20","12.70","1","12.75","2","0.00",
"8996","高力","93,263","77","3,546,917","37.75","38.35","37.75","37.90","-","0.10","37.90","1","38.00","3","14.98",
"9103","美德醫療-DR","34,000","9","40,190","1.18","1.19","1.18","1.19","+","0.01","1.18","32","1.19","61","0.00",
"910322","康師傅-DR","52,034","33","1,077,698","21.05","21.25","20.35","20.35","-","0.70","20.30","4","20.35","2","0.00",
"910482","聖馬丁-DR","0","0","0","--","--","--","--"," ","0.00","0.30","62","0.32","75","0.00",
"9105","泰金寶-DR","1,260,557","198","3,111,173","2.45","2.49","2.44","2.47","+","0.02","2.47","91","2.48","76","0.00",
"910708","恒大健-DR","0","0","0","--","--","--","--"," ","0.00","2,120.00","1","--","0","0.00",
"910861","神州-DR","21,000","5","157,160","7.51","7.51","7.41","7.41","-","0.04","7.52","5","7.69","5","0.00",
"9110","越南控-DR","32,000","12","82,560","2.68","2.68","2.55","2.59","-","0.03","2.55","2","2.59","8","0.00",
"911608","明輝-DR","1,000","1","1,500","1.50","1.50","1.50","1.50","X","0.00","1.50","2","1.53","2","0.00",
"911616","杜康-DR","10,000","6","10,050","0.97","1.02","0.97","1.02","-","0.01","1.00","1","1.02","5","0.00",
"911619","耀傑-DR","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"911622","泰聚亨-DR","0","0","0","--","--","--","--"," ","0.00","5.82","1","--","0","0.00",
"911868","同方友友-DR","34,000","9","40,200","1.20","1.20","1.18","1.18","-","0.02","1.17","30","1.20","1","0.00",
"912000","晨訊科-DR","6,000","3","13,440","2.24","2.24","2.24","2.24","+","0.06","2.23","10","2.27","1","0.00",
"912398","友佳-DR","0","0","0","--","--","--","--"," ","0.00","6.71","1","6.96","10","0.00",
"9136","巨騰-DR","1,019,000","202","7,868,790","7.60","7.80","7.60","7.73","+","0.38","7.73","12","7.74","15","0.00",
"9157","陽光能源-DR","1,000","1","900","0.90","0.90","0.90","0.90","-","0.04","0.88","1","0.90","49","0.00",
"9188","精熙-DR","16,000","5","72,160","4.51","4.51","4.51","4.51","-","0.04","4.51","4","4.55","10","0.00",
"9802","鈺齊-KY","63,000","34","2,967,850","47.05","47.35","46.75","46.75","-","0.65","46.75","2","47.05","4","9.37",
"9902","台火","64,049","26","585,530","9.18","9.18","9.12","9.12","-","0.07","9.12","1","9.15","2","456.00",
"9904","寶成","10,613,465","3,158","354,130,919","32.90","33.60","32.70","33.50","+","0.85","33.35","63","33.50","136","8.01",
"9905","大華","1,280,986","537","30,913,614","24.70","24.80","24.00","24.00","-","0.55","24.00","109","24.10","8","15.00",
"9906","欣巴巴","979,718","611","12,169,527","11.85","12.80","11.80","12.55","+","0.60","12.50","1","12.55","1","25.10",
"9907","統一實","1,412,904","530","17,859,573","12.50","12.75","12.40","12.75","+","0.20","12.50","35","12.75","19","15.94",
"9908","大台北","27,000","17","771,800","28.65","28.75","28.50","28.50","-","0.10","28.50","10","28.70","2","20.80",
"9910","豐泰","1,711,658","977","338,237,652","202.00","202.00","196.00","196.00","-","3.00","196.00","63","197.50","62","26.42",
"9911","櫻花","90,242","68","3,191,092","35.25","35.50","35.25","35.25"," ","0.00","35.20","18","35.25","25","9.79",
"9912","偉聯","46,402","52","423,812","9.04","9.26","9.03","9.05","+","0.03","9.05","2","9.15","5","30.17",
"9914","美利達","658,646","436","86,798,126","133.50","133.50","131.00","131.00","-","2.50","131.00","13","132.00","64","33.76",
"9917","中保","215,671","131","19,003,178","87.50","88.40","87.40","88.30","+","0.40","87.60","2","88.40","10","20.25",
"9918","欣天然","6,474","12","209,061","32.80","32.80","32.20","32.20","-","0.60","32.20","8","32.85","1","25.56",
"9919","康那香","109,992","49","1,134,166","10.35","10.35","10.25","10.35"," ","0.00","10.30","41","10.35","27","0.00",
"9921","巨大","1,600,070","937","228,368,940","142.00","144.00","141.00","143.00","+","3.00","142.00","31","143.00","39","24.40",
"9924","福興","44,737","35","1,555,489","34.80","34.85","34.70","34.70","+","0.15","34.70","5","34.75","11","10.45",
"9925","新保","940,605","209","31,436,948","35.20","35.20","33.25","33.25","-","2.05","33.25","28","33.30","4","14.58",
"9926","新海","10,628","9","420,024","39.60","39.60","39.45","39.45","+","0.05","39.45","1","40.00","2","20.76",
"9927","泰銘","581,625","159","18,585,862","30.60","30.90","30.55","30.90","+","0.30","30.90","2","30.95","2","10.44",
"9928","中視","18,532","7","94,417","5.10","5.10","5.10","5.10","-","0.05","5.07","3","5.10","5","0.00",
"9929","秋雨","37,642","21","526,395","14.00","14.00","13.85","13.85","-","0.05","13.85","4","14.00","3","138.50",
"9930","中聯資源","133,806","118","6,909,473","51.50","52.20","51.40","52.20","+","0.70","51.50","5","52.20","6","16.16",
"9931","欣高","6,000","5","195,500","32.60","32.60","32.55","32.55","-","0.05","32.55","1","32.85","1","15.21",
"9933","中鼎","1,296,549","880","57,804,947","44.05","45.50","43.90","45.50","+","1.45","45.50","1","45.60","10","17.84",
"9934","成霖","344,000","184","5,509,950","16.05","16.05","15.95","16.05"," ","0.00","16.00","19","16.05","76","11.55",
"9935","慶豐富","69,000","45","1,139,200","16.45","16.60","16.45","16.50","+","0.05","16.45","2","16.50","4","12.04",
"9937","全國","9,792","10","391,840","40.40","40.40","40.00","40.00","X","0.00","40.00","6","40.40","12","16.00",
"9938","百和","1,485,215","997","83,588,769","55.50","56.80","55.40","56.10","+","0.70","56.10","40","56.30","20","12.58",
"9939","宏全","777,902","336","36,012,321","48.30","48.30","45.75","45.75","-","2.25","45.75","2","47.10","7","11.70",
"9940","信義","1,398,790","417","40,474,259","30.25","30.50","28.60","28.60","-","1.65","28.60","34","29.50","20","17.44",
"9941","裕融","212,456","194","19,499,552","92.00","92.40","91.50","91.50","-","0.50","91.50","35","91.60","1","10.18",
"9941A","裕融甲特","217,155","225","11,124,929","51.30","51.30","51.20","51.20","-","0.10","51.20","16","51.30","36","0.00",
"9942","茂順","69,941","61","4,868,670","69.80","70.00","69.40","70.00","+","0.20","69.80","4","70.00","23","12.59",
"9943","好樂迪","41,309","41","2,398,414","58.30","58.30","57.90","58.00"," ","0.00","58.00","33","58.20","3","9.90",
"9944","新麗","111,000","23","1,841,700","16.55","16.65","16.50","16.60","+","0.05","16.50","9","16.65","1","184.44",
"9945","潤泰新","4,368,362","1,746","212,346,912","48.50","48.95","47.75","48.95","+","0.70","48.65","4","48.95","21","3.05",
"9946","三發地產","51,940","39","645,358","12.60","12.60","12.35","12.40","-","0.10","12.40","11","12.50","2","8.86",
"9955","佳龍","72,051","47","884,622","12.15","12.40","12.15","12.15"," ","0.00","12.15","10","12.30","4","0.00",
"9958","世紀鋼","20,287,886","11,798","1,359,831,667","65.00","70.50","63.30","67.80","-","0.40","67.80","56","67.90","11","260.77",
